,0
743,0.856
744,0.694
745,0.0
746,0.838
747,0.0
748,0.37
749,0.31599999999999995
750,0.6399999999999999
751,0.0
752,0.73
753,0.874
754,0.0
755,0.55
756,0.0
757,0.0
758,0.73
759,0.748
760,0.0
761,0.0
762,0.0
763,0.766
764,0.55
765,0.352
766,0.22599999999999998
767,0.514
768,0.0
769,0.6579999999999999
770,0.0
771,0.0
772,0.6399999999999999
773,0.0
774,0.0
775,0.0
776,0.352
777,0.2799999999999999
778,0.352
779,0.0
780,0.0
781,0.0
782,0.838
783,0.0
784,0.352
785,0.748
786,0.0
787,0.0
788,0.0
789,0.874
790,0.0
791,0.118
792,0.838
793,0.874
794,0.0
795,0.802
796,0.712
797,0.0
798,0.73
799,0.82
800,0.0
801,0.22599999999999998
802,0.0
803,0.694
804,0.0
805,0.514
806,0.82
807,0.0
808,0.0
809,0.874
810,0.838
811,0.0
812,0.874
813,0.0
814,0.244
815,0.622
816,0.37
817,0.0
818,0.6579999999999999
819,0.0
820,0.0
821,0.0
822,0.0
823,0.748
824,0.2799999999999999
825,0.0
826,0.20799999999999996
827,0.838
828,0.118
829,0.244
830,0.4959999999999999
831,0.0
832,0.73
833,0.0
834,0.0
835,0.352
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.604
845,0.6759999999999999
846,0.0
847,0.17199999999999993
848,0.622
849,0.55
850,0.838
851,0.37
852,0.0
853,0.0
854,0.0
855,0.478
856,0.0
857,0.0
858,0.856
859,0.0
860,0.784
861,0.0
862,0.586
863,0.0
864,0.766
865,0.838
866,0.0
867,0.4959999999999999
868,0.604
869,0.45999999999999996
870,0.694
871,0.0
872,0.0
873,0.0
874,0.514
875,0.0
876,0.0
877,0.4059999999999999
878,0.352
879,0.55
880,0.0
881,0.874
882,0.766
883,0.31599999999999995
884,0.0
885,0.694
886,0.694
887,0.0
888,0.0
889,0.622
890,0.6759999999999999
891,0.874
892,0.0
893,0.838
894,0.136
895,0.766
896,0.0
897,0.838
898,0.0
899,0.0
900,0.622
901,0.0
902,0.0
903,0.6759999999999999
904,0.0
905,0.0
906,0.0
907,0.0
908,0.874
909,0.0
910,0.0
911,0.244
912,0.0
913,0.0
914,0.6759999999999999
915,0.838
916,0.0
917,0.0
918,0.0
919,0.18999999999999995
920,0.748
921,0.0
922,0.0
923,0.6579999999999999
924,0.838
925,0.0
926,0.802
927,0.42399999999999993
928,0.37
929,0.2799999999999999
930,0.0
931,0.0
932,0.0
933,0.802
934,0.586
935,0.0
936,0.0
937,0.856
938,0.0
939,0.0
940,0.0
941,0.712
942,0.838
943,0.0
944,0.0
945,0.0
946,0.802
947,0.0
948,0.622
949,0.31599999999999995
950,0.82
951,0.478
952,0.0
953,0.0
954,0.3879999999999999
955,0.0
956,0.82
957,0.73
958,0.09999999999999998
959,0.45999999999999996
960,0.6759999999999999
961,0.784
962,0.31599999999999995
963,0.118
964,0.0
965,0.6579999999999999
966,0.37
967,0.45999999999999996
968,0.3879999999999999
969,0.44199999999999995
970,0.37
971,0.694
972,0.82
973,0.0
974,0.0
975,0.532
976,0.0
977,0.0
978,0.0
979,0.2799999999999999
980,0.0
981,0.0
982,0.0
983,0.262
984,0.0
985,0.0
986,0.766
987,0.0
988,0.0
989,0.748
990,0.0
991,0.0
992,0.6759999999999999
993,0.0
994,0.0
995,0.784
996,0.0
997,0.0
998,0.0
999,0.0
1000,0.0
1001,0.478
1002,0.532
1003,0.784
1004,0.0
1005,0.6759999999999999
1006,0.874
1007,0.244
1008,0.18999999999999995
1009,0.82
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.478
1015,0.874
1016,0.604
1017,0.44199999999999995
1018,0.802
1019,0.874
1020,0.766
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.784
1026,0.0
1027,0.0
1028,0.0
1029,0.6759999999999999
1030,0.0
1031,0.0
1032,0.0
1033,0.604
1034,0.874
1035,0.0
1036,0.0
1037,0.0
1038,0.33399999999999996
1039,0.0
1040,0.0
1041,0.0
1042,0.604
1043,0.856
1044,0.0
1045,0.0
1046,0.0
1047,0.0
1048,0.0
1049,0.586
1050,0.478
1051,0.766
1052,0.856
1053,0.622
1054,0.44199999999999995
1055,0.4959999999999999
1056,0.802
1057,0.0
1058,0.0
1059,0.262
1060,0.2799999999999999
1061,0.0
1062,0.0
1063,0.0
1064,0.712
1065,0.0
1066,0.4959999999999999
1067,0.748
1068,0.0
1069,0.5680000000000001
1070,0.6759999999999999
1071,0.874
1072,0.784
1073,0.0
1074,0.82
1075,0.766
1076,0.784
1077,0.856
1078,0.856
1079,0.0
1080,0.0
1081,0.352
1082,0.4959999999999999
1083,0.874
1084,0.622
1085,0.136
1086,0.4059999999999999
1087,0.15400000000000003
1088,0.15400000000000003
1089,0.856
1090,0.0
1091,0.0
1092,0.0
1093,0.42399999999999993
1094,0.82
1095,0.0
1096,0.0
1097,0.0
1098,0.6399999999999999
1099,0.0
1100,0.0
1101,0.0
1102,0.748
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.82
1109,0.0
1110,0.5680000000000001
1111,0.73
1112,0.0
1113,0.0
1114,0.262
1115,0.0
1116,0.82
1117,0.0
1118,0.0
1119,0.0
1120,0.0
1121,0.55
1122,0.5680000000000001
1123,0.29799999999999993
1124,0.856
1125,0.82
1126,0.0
1127,0.6579999999999999
1128,0.0
1129,0.514
1130,0.0
1131,0.15400000000000003
1132,0.514
1133,0.0
1134,0.0
1135,0.0
1136,0.29799999999999993
1137,0.586
1138,0.748
1139,0.0
1140,0.82
1141,0.838
1142,0.856
1143,0.694
1144,0.0
1145,0.136
1146,0.694
1147,0.874
1148,0.33399999999999996
1149,0.0
1150,0.0
1151,0.0
1152,0.2799999999999999
1153,0.874
1154,0.73
1155,0.694
1156,0.4059999999999999
1157,0.0
1158,0.0
1159,0.0
1160,0.0
1161,0.0
1162,0.748
1163,0.874
1164,0.0
1165,0.514
1166,0.0
1167,0.0
1168,0.6399999999999999
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.586
1175,0.622
1176,0.874
1177,0.0
1178,0.0
1179,0.44199999999999995
1180,0.874
1181,0.44199999999999995
1182,0.0
1183,0.784
1184,0.6579999999999999
1185,0.09999999999999998
1186,0.856
1187,0.874
1188,0.0
1189,0.82
1190,0.0
1191,0.874
1192,0.0
1193,0.802
1194,0.73
1195,0.0
1196,0.0
1197,0.0
1198,0.784
1199,0.42399999999999993
1200,0.766
1201,0.2799999999999999
1202,0.748
1203,0.0
1204,0.478
1205,0.0
1206,0.532
1207,0.33399999999999996
1208,0.0
1209,0.856
1210,0.0
1211,0.0
1212,0.37
1213,0.0
1214,0.0
1215,0.44199999999999995
1216,0.0
1217,0.5680000000000001
1218,0.6579999999999999
1219,0.748
1220,0.352
1221,0.874
1222,0.42399999999999993
1223,0.622
1224,0.0
1225,0.802
1226,0.0
1227,0.22599999999999998
1228,0.0
1229,0.352
1230,0.838
1231,0.748
1232,0.0
1233,0.0
1234,0.6399999999999999
1235,0.0
1236,0.0
1237,0.262
1238,0.838
1239,0.6399999999999999
1240,0.0
1241,0.0
1242,0.712
1243,0.44199999999999995
1244,0.0
1245,0.0
1246,0.44199999999999995
1247,0.2799999999999999
1248,0.0
1249,0.3879999999999999
1250,0.0
1251,0.33399999999999996
1252,0.0
1253,0.514
1254,0.694
1255,0.0
1256,0.15400000000000003
1257,0.0
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,0.0
1263,0.09999999999999998
1264,0.856
1265,0.622
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.874
1271,0.4959999999999999
1272,0.0
1273,0.586
1274,0.586
1275,0.0
1276,0.0
1277,0.0
1278,0.712
1279,0.478
1280,0.0
1281,0.0
1282,0.874
1283,0.0
1284,0.748
1285,0.0
1286,0.0
1287,0.0
1288,0.0
1289,0.262
1290,0.0
1291,0.0
1292,0.838
1293,0.55
1294,0.532
1295,0.0
1296,0.0
1297,0.45999999999999996
1298,0.514
1299,0.802
1300,0.0
1301,0.0
1302,0.748
1303,0.0
1304,0.42399999999999993
1305,0.0
1306,0.6759999999999999
1307,0.33399999999999996
1308,0.712
1309,0.0
1310,0.0
1311,0.0
1312,0.0
1313,0.0
1314,0.748
1315,0.622
1316,0.82
1317,0.0
1318,0.0
1319,0.802
1320,0.0
1321,0.856
1322,0.262
1323,0.802
1324,0.0
1325,0.0
1326,0.0
1327,0.784
1328,0.784
1329,0.262
1330,0.0
1331,0.0
1332,0.82
1333,0.42399999999999993
1334,0.4059999999999999
1335,0.82
1336,0.0
1337,0.0
1338,0.0
1339,0.33399999999999996
1340,0.6759999999999999
1341,0.352
1342,0.244
1343,0.784
1344,0.802
1345,0.0
1346,0.31599999999999995
1347,0.3879999999999999
1348,0.802
1349,0.802
1350,0.55
1351,0.0
1352,0.0
1353,0.0
1354,0.4959999999999999
1355,0.856
1356,0.856
1357,0.0
1358,0.694
1359,0.0
1360,0.784
1361,0.0
1362,0.604
1363,0.766
1364,0.0
1365,0.0
1366,0.838
1367,0.55
1368,0.0
1369,0.82
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,0.42399999999999993
1377,0.514
1378,0.0
1379,0.6399999999999999
1380,0.0
1381,0.838
1382,0.55
1383,0.0
1384,0.20799999999999996
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.694
1391,0.514
1392,0.532
1393,0.0
1394,0.0
1395,0.874
1396,0.0
1397,0.0
1398,0.0
1399,0.0
1400,0.874
1401,0.29799999999999993
1402,0.262
1403,0.82
1404,0.33399999999999996
1405,0.73
1406,0.748
1407,0.0
1408,0.0
1409,0.0
1410,0.0
1411,0.856
1412,0.856
1413,0.0
1414,0.0
1415,0.0
1416,0.766
1417,0.0
1418,0.37
1419,0.0
1420,0.874
1421,0.0
1422,0.6399999999999999
1423,0.352
1424,0.0
1425,0.6399999999999999
1426,0.0
1427,0.838
1428,0.784
1429,0.748
1430,0.838
1431,0.838
1432,0.856
1433,0.0
1434,0.118
1435,0.0
1436,0.0
1437,0.262
1438,0.622
1439,0.802
1440,0.0
1441,0.4059999999999999
1442,0.0
1443,0.784
1444,0.604
1445,0.694
1446,0.748
1447,0.838
1448,0.118
1449,0.0
1450,0.0
1451,0.0
1452,0.694
1453,0.0
1454,0.622
1455,0.838
1456,0.748
1457,0.0
1458,0.09999999999999998
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.712
1467,0.18999999999999995
1468,0.0
1469,0.6399999999999999
1470,0.874
1471,0.6399999999999999
1472,0.15400000000000003
1473,0.838
1474,0.0
1475,0.838
1476,0.604
1477,0.0
1478,0.20799999999999996
1479,0.802
1480,0.874
1481,0.42399999999999993
1482,0.514
1483,0.478
1484,0.0
1485,0.0
1486,0.0
1487,0.6399999999999999
1488,0.748
1489,0.802
1490,0.82
1491,0.0
1492,0.0
1493,0.838
1494,0.0
1495,0.784
1496,0.0
1497,0.838
1498,0.0
1499,0.5680000000000001
1500,0.0
1501,0.0
1502,0.766
1503,0.5680000000000001
1504,0.622
1505,0.856
1506,0.0
1507,0.0
1508,0.586
1509,0.0
1510,0.802
1511,0.33399999999999996
1512,0.0
1513,0.694
1514,0.0
1515,0.766
1516,0.0
1517,0.694
1518,0.0
1519,0.244
1520,0.0
1521,0.0
1522,0.22599999999999998
1523,0.2799999999999999
1524,0.748
1525,0.0
1526,0.748
1527,0.856
1528,0.136
1529,0.0
1530,0.0
1531,0.874
1532,0.0
1533,0.45999999999999996
1534,0.0
1535,0.0
1536,0.874
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,0.42399999999999993
1543,0.5680000000000001
1544,0.694
1545,0.0
1546,0.856
1547,0.42399999999999993
1548,0.0
1549,0.136
1550,0.0
1551,0.784
1552,0.0
1553,0.0
1554,0.0
1555,0.838
1556,0.0
1557,0.0
1558,0.44199999999999995
1559,0.0
1560,0.0
1561,0.0
1562,0.6759999999999999
1563,0.0
1564,0.874
1565,0.0
1566,0.838
1567,0.82
1568,0.244
1569,0.0
1570,0.0
1571,0.0
1572,0.0
1573,0.0
1574,0.874
1575,0.766
1576,0.802
1577,0.0
1578,0.532
1579,0.622
1580,0.856
1581,0.136
1582,0.532
1583,0.0
1584,0.0
1585,0.37
1586,0.55
1587,0.6759999999999999
1588,0.45999999999999996
1589,0.0
1590,0.20799999999999996
1591,0.0
1592,0.802
1593,0.0
1594,0.0
1595,0.6579999999999999
1596,0.352
1597,0.0
1598,0.874
1599,0.6579999999999999
1600,0.0
1601,0.0
1602,0.17199999999999993
1603,0.802
1604,0.22599999999999998
1605,0.532
1606,0.0
1607,0.0
1608,0.82
1609,0.44199999999999995
1610,0.22599999999999998
1611,0.0
1612,0.0
1613,0.6579999999999999
1614,0.0
1615,0.0
1616,0.0
1617,0.0
1618,0.0
1619,0.0
1620,0.6399999999999999
1621,0.0
1622,0.31599999999999995
1623,0.586
1624,0.766
1625,0.0
1626,0.0
1627,0.0
1628,0.0
1629,0.31599999999999995
1630,0.514
1631,0.712
1632,0.0
1633,0.3879999999999999
1634,0.0
1635,0.838
1636,0.532
1637,0.0
1638,0.352
1639,0.6759999999999999
1640,0.856
1641,0.118
1642,0.0
1643,0.44199999999999995
1644,0.0
1645,0.838
1646,0.0
1647,0.0
1648,0.802
1649,0.118
1650,0.0
1651,0.604
1652,0.748
1653,0.73
1654,0.6759999999999999
1655,0.6759999999999999
1656,0.856
1657,0.0
1658,0.478
1659,0.0
1660,0.136
1661,0.0
1662,0.22599999999999998
1663,0.0
1664,0.0
1665,0.0
1666,0.712
1667,0.136
1668,0.0
1669,0.244
1670,0.0
1671,0.22599999999999998
1672,0.0
1673,0.0
1674,0.784
1675,0.0
1676,0.15400000000000003
1677,0.532
1678,0.0
1679,0.874
1680,0.0
1681,0.73
1682,0.0
1683,0.0
1684,0.874
1685,0.82
1686,0.2799999999999999
1687,0.5680000000000001
1688,0.0
1689,0.874
1690,0.0
1691,0.0
1692,0.0
1693,0.874
1694,0.784
1695,0.748
1696,0.0
1697,0.0
1698,0.262
1699,0.874
1700,0.6759999999999999
1701,0.0
1702,0.856
1703,0.478
1704,0.0
1705,0.0
1706,0.0
1707,0.29799999999999993
1708,0.802
1709,0.0
1710,0.0
1711,0.0
1712,0.856
1713,0.0
1714,0.712
1715,0.262
1716,0.0
1717,0.3879999999999999
1718,0.0
1719,0.20799999999999996
1720,0.0
1721,0.0
1722,0.0
1723,0.0
1724,0.0
1725,0.838
1726,0.20799999999999996
1727,0.0
1728,0.0
1729,0.874
1730,0.0
1731,0.856
1732,0.622
1733,0.0
1734,0.0
1735,0.6759999999999999
1736,0.0
1737,0.0
1738,0.0
1739,0.694
1740,0.784
1741,0.5680000000000001
1742,0.244
1743,0.15400000000000003
1744,0.73
1745,0.0
1746,0.0
1747,0.0
1748,0.82
1749,0.0
1750,0.0
1751,0.0
1752,0.6399999999999999
1753,0.0
1754,0.55
1755,0.0
1756,0.6579999999999999
1757,0.6399999999999999
1758,0.42399999999999993
1759,0.73
1760,0.352
1761,0.0
1762,0.0
1763,0.838
1764,0.0
1765,0.784
1766,0.0
1767,0.0
1768,0.33399999999999996
1769,0.6759999999999999
1770,0.82
1771,0.694
1772,0.0
1773,0.6759999999999999
1774,0.0
1775,0.31599999999999995
1776,0.712
1777,0.6759999999999999
1778,0.0
1779,0.0
1780,0.0
1781,0.0
1782,0.0
1783,0.0
1784,0.4959999999999999
1785,0.55
1786,0.766
1787,0.0
1788,0.0
1789,0.784
1790,0.0
1791,0.0
1792,0.0
1793,0.15400000000000003
1794,0.2799999999999999
1795,0.784
1796,0.802
1797,0.0
1798,0.766
1799,0.2799999999999999
1800,0.766
1801,0.694
1802,0.766
1803,0.622
1804,0.784
1805,0.244
1806,0.0
1807,0.4959999999999999
1808,0.0
1809,0.29799999999999993
1810,0.0
1811,0.0
1812,0.352
1813,0.0
1814,0.694
1815,0.0
1816,0.31599999999999995
1817,0.0
1818,0.478
1819,0.0
1820,0.82
1821,0.0
1822,0.0
1823,0.17199999999999993
1824,0.4959999999999999
1825,0.0
1826,0.0
1827,0.604
1828,0.784
1829,0.0
1830,0.0
1831,0.514
1832,0.784
1833,0.42399999999999993
1834,0.0
1835,0.0
1836,0.73
1837,0.45999999999999996
1838,0.712
1839,0.262
1840,0.42399999999999993
1841,0.82
1842,0.0
1843,0.478
1844,0.0
1845,0.604
1846,0.766
1847,0.136
1848,0.856
1849,0.604
1850,0.0
1851,0.0
1852,0.0
1853,0.0
1854,0.0
1855,0.0
1856,0.748
1857,0.766
1858,0.6579999999999999
1859,0.262
1860,0.0
1861,0.2799999999999999
1862,0.6579999999999999
1863,0.0
1864,0.838
1865,0.2799999999999999
1866,0.0
1867,0.37
1868,0.0
1869,0.838
1870,0.20799999999999996
1871,0.694
1872,0.0
1873,0.22599999999999998
1874,0.0
1875,0.0
1876,0.82
1877,0.0
1878,0.09999999999999998
1879,0.694
1880,0.33399999999999996
1881,0.802
1882,0.0
1883,0.0
1884,0.0
1885,0.622
1886,0.0
1887,0.0
1888,0.0
1889,0.694
1890,0.856
1891,0.0
1892,0.0
1893,0.802
1894,0.0
1895,0.33399999999999996
1896,0.0
1897,0.856
1898,0.0
1899,0.0
1900,0.0
1901,0.784
1902,0.37
1903,0.0
1904,0.0
1905,0.31599999999999995
1906,0.0
1907,0.31599999999999995
1908,0.0
1909,0.0
1910,0.0
1911,0.20799999999999996
1912,0.0
